date,Fog_L_jour,Hydropanel_L_jour,AgriPV_L_jour,Condensation_L_jour
2024-07-01,50.0,7.199074074074074,10.366666666666665,2.0
2024-07-02,50.0,7.175925925925926,10.333333333333334,2.0
2024-07-03,50.0,6.9907407407407405,10.066666666666666,2.0
2024-07-04,50.0,6.9074074074074066,9.946666666666665,2.0
2024-07-05,50.0,6.817129629629629,9.816666666666666,2.0
2024-07-06,50.0,7.150462962962964,10.296666666666667,2.0
2024-07-07,50.0,7.032407407407407,10.126666666666667,2.0
2024-07-08,50.0,6.993055555555556,10.07,2.0
2024-07-09,50.0,6.9375,9.99,2.0
2024-07-10,50.0,6.780092592592593,9.763333333333334,2.0
2024-07-11,50.0,6.243055555555555,8.989999999999998,2.0
2024-07-12,50.0,6.571759259259259,9.463333333333333,2.0
2024-07-13,50.0,6.650462962962963,9.576666666666666,2.0
2024-07-14,50.0,6.893518518518519,9.926666666666668,2.0
2024-07-15,50.0,7.002314814814814,10.083333333333332,2.0
2024-07-16,50.0,6.775462962962963,9.756666666666666,2.0
2024-07-17,50.0,5.863425925925926,8.443333333333332,2.0
2024-07-18,50.0,5.386574074074074,7.756666666666667,2.0
2024-07-19,50.0,4.62037037037037,6.653333333333332,2.0
2024-07-20,50.0,6.384259259259259,9.193333333333332,2.0
2024-07-21,50.0,6.780092592592593,9.763333333333334,2.0
2024-07-22,50.0,6.541666666666667,9.42,2.0
2024-07-23,50.0,6.229166666666667,8.97,2.0
2024-07-24,50.0,6.173611111111112,8.889999999999999,2.0
2024-07-25,50.0,6.048611111111111,8.709999999999999,2.0
2024-07-26,50.0,6.831018518518519,9.836666666666668,2.0
2024-07-27,50.0,6.581018518518519,9.476666666666667,2.0
2024-07-28,50.0,6.090277777777777,8.77,2.0
2024-07-29,50.0,6.342592592592592,9.133333333333333,2.0
2024-07-30,50.0,6.344907407407407,9.136666666666665,2.0
2024-07-31,50.0,5.912037037037036,8.513333333333334,2.0
2024-08-01,50.0,6.060185185185185,8.726666666666667,2.0
2024-08-02,50.0,6.407407407407407,9.226666666666665,2.0
2024-08-03,50.0,6.571759259259259,9.463333333333333,2.0
2024-08-04,50.0,6.569444444444445,9.459999999999999,2.0
2024-08-05,50.0,6.451388888888889,9.290000000000001,2.0
2024-08-06,50.0,6.546296296296297,9.426666666666668,2.0
2024-08-07,50.0,6.425925925925926,9.253333333333334,2.0
2024-08-08,50.0,6.344907407407407,9.136666666666665,2.0
2024-08-09,50.0,6.224537037037036,8.963333333333333,2.0
2024-08-10,50.0,6.229166666666667,8.97,2.0
2024-08-11,50.0,5.560185185185185,8.006666666666666,2.0
2024-08-12,50.0,5.62962962962963,8.106666666666667,2.0
2024-08-13,50.0,6.268518518518517,9.026666666666666,2.0
2024-08-14,50.0,6.550925925925926,9.433333333333334,2.0
2024-08-15,50.0,6.4282407407407405,9.256666666666666,2.0
2024-08-16,50.0,6.402777777777779,9.22,2.0
2024-08-17,50.0,6.231481481481481,8.973333333333333,2.0
2024-08-18,50.0,6.104166666666667,8.79,2.0
2024-08-19,50.0,5.576388888888889,8.03,2.0
2024-08-20,50.0,4.430555555555555,6.379999999999999,2.0
2024-08-21,50.0,5.784722222222221,8.329999999999998,2.0
2024-08-22,50.0,6.141203703703704,8.843333333333332,2.0
2024-08-23,50.0,6.039351851851852,8.696666666666665,2.0
2024-08-24,50.0,5.576388888888889,8.03,2.0
2024-08-25,50.0,5.729166666666666,8.25,2.0
2024-08-26,50.0,6.025462962962963,8.676666666666668,2.0
2024-08-27,50.0,6.074074074074073,8.746666666666666,2.0
2024-08-28,50.0,5.810185185185185,8.366666666666667,2.0
2024-08-29,50.0,5.513888888888888,7.939999999999999,2.0
2024-08-30,50.0,5.546296296296297,7.986666666666667,2.0
2024-08-31,50.0,5.456018518518518,7.8566666666666665,2.0
2024-09-01,50.0,5.340277777777778,7.689999999999999,2.0
2024-09-02,50.0,5.622685185185184,8.096666666666666,2.0
2024-09-03,50.0,5.097222222222221,7.34,2.0
2024-09-04,50.0,5.333333333333333,7.679999999999999,2.0
2024-09-05,50.0,5.432870370370369,7.823333333333333,2.0
2024-09-06,50.0,4.851851851851851,6.9866666666666655,2.0
2024-09-07,50.0,3.9999999999999996,5.760000000000001,2.0
2024-09-08,50.0,4.863425925925926,7.003333333333334,2.0
2024-09-09,50.0,5.717592592592592,8.233333333333333,2.0
2024-09-10,50.0,5.726851851851852,8.246666666666664,2.0
2024-09-11,50.0,5.310185185185185,7.646666666666667,2.0
2024-09-12,50.0,5.618055555555555,8.089999999999998,2.0
2024-09-13,50.0,5.5115740740740735,7.9366666666666665,2.0
2024-09-14,50.0,5.2430555555555545,7.549999999999998,2.0
2024-09-15,50.0,4.935185185185185,7.1066666666666665,2.0
2024-09-16,50.0,4.587962962962963,6.6066666666666665,2.0
2024-09-17,50.0,4.958333333333334,7.14,2.0
2024-09-18,50.0,4.474537037037036,6.443333333333332,2.0
2024-09-19,50.0,5.060185185185185,7.286666666666666,2.0
2024-09-20,50.0,4.564814814814814,6.5733333333333315,2.0
2024-09-21,50.0,4.331018518518518,6.2366666666666655,2.0
2024-09-22,50.0,4.93287037037037,7.103333333333333,2.0
2024-09-23,50.0,4.93287037037037,7.103333333333333,2.0
2024-09-24,50.0,5.043981481481481,7.263333333333332,2.0
2024-09-25,50.0,5.1157407407407405,7.366666666666667,2.0
2024-09-26,50.0,5.099537037037037,7.343333333333333,2.0
2024-09-27,50.0,5.060185185185185,7.286666666666666,2.0
2024-09-28,50.0,5.074074074074074,7.3066666666666675,2.0
2024-09-29,50.0,4.909722222222222,7.069999999999999,2.0
2024-09-30,50.0,4.708333333333333,6.7799999999999985,2.0
2024-10-01,50.0,4.541666666666667,6.54,2.0
2024-10-02,50.0,4.847222222222223,6.98,2.0
2024-10-03,50.0,4.708333333333333,6.7799999999999985,2.0
2024-10-04,50.0,4.655092592592593,6.703333333333333,2.0
2024-10-05,50.0,4.68287037037037,6.743333333333333,2.0
2024-10-06,50.0,4.56712962962963,6.576666666666665,2.0
2024-10-07,50.0,2.5231481481481484,3.6333333333333333,2.0
2024-10-08,50.0,4.474537037037036,6.443333333333332,2.0
2024-10-09,50.0,4.68287037037037,6.743333333333333,2.0
2024-10-10,50.0,3.9375000000000004,5.670000000000001,2.0
2024-10-11,50.0,4.550925925925926,6.553333333333334,2.0
2024-10-12,50.0,2.398148148148148,3.453333333333333,2.0
2024-10-13,50.0,4.090277777777779,5.890000000000001,2.0
2024-10-14,50.0,3.7939814814814814,5.463333333333334,2.0
2024-10-15,50.0,2.9768518518518516,4.286666666666666,2.0
2024-10-16,50.0,3.4027777777777772,4.8999999999999995,2.0
2024-10-17,50.0,4.104166666666666,5.91,2.0
2024-10-18,50.0,4.553240740740741,6.5566666666666675,2.0
2024-10-19,50.0,4.3634259259259265,6.283333333333334,2.0
2024-10-20,50.0,4.231481481481482,6.093333333333334,2.0
2024-10-21,50.0,4.136574074074074,5.956666666666667,2.0
2024-10-22,50.0,3.9953703703703707,5.753333333333334,2.0
2024-10-23,50.0,2.916666666666667,4.2,2.0
2024-10-24,50.0,3.599537037037037,5.183333333333333,2.0
2024-10-25,50.0,3.261574074074074,4.696666666666666,2.0
2024-10-26,50.0,3.664351851851852,5.276666666666666,2.0
2024-10-27,50.0,2.9097222222222223,4.1899999999999995,2.0
2024-10-28,50.0,2.388888888888889,3.44,2.0
2024-10-29,50.0,2.2546296296296298,3.2466666666666666,2.0
2024-10-30,50.0,2.0324074074074074,2.9266666666666663,2.0
2024-10-31,50.0,3.812499999999999,5.489999999999998,2.0
2024-11-01,50.0,3.680555555555556,5.3,2.0
2024-11-02,50.0,3.706018518518519,5.336666666666667,2.0
2024-11-03,50.0,3.6759259259259265,5.293333333333334,2.0
2024-11-04,50.0,3.354166666666667,4.83,2.0
2024-11-05,50.0,3.6874999999999996,5.31,2.0
2024-11-06,50.0,3.7268518518518516,5.366666666666666,2.0
2024-11-07,50.0,2.638888888888889,3.7999999999999994,2.0
2024-11-08,50.0,1.8287037037037037,2.6333333333333333,2.0
2024-11-09,50.0,1.6712962962962963,2.4066666666666667,2.0
2024-11-10,50.0,3.55324074074074,5.116666666666666,2.0
2024-11-11,50.0,3.5486111111111107,5.109999999999999,2.0
2024-11-12,50.0,3.3240740740740735,4.786666666666666,2.0
2024-11-13,50.0,2.747685185185185,3.9566666666666666,2.0
2024-11-14,50.0,3.1921296296296293,4.596666666666666,2.0
2024-11-15,50.0,2.488425925925926,3.5833333333333335,2.0
2024-11-16,50.0,3.1736111111111116,4.57,2.0
2024-11-17,50.0,2.9629629629629632,4.266666666666667,2.0
2024-11-18,50.0,2.6620370370370368,3.8333333333333326,2.0
2024-11-19,50.0,1.347222222222222,1.9400000000000002,2.0
2024-11-20,50.0,3.298611111111111,4.749999999999999,2.0
2024-11-21,50.0,3.263888888888889,4.699999999999999,2.0
2024-11-22,50.0,3.206018518518518,4.616666666666666,2.0
2024-11-23,50.0,3.2013888888888893,4.61,2.0
2024-11-24,50.0,2.006944444444444,2.89,2.0
2024-11-25,50.0,2.6597222222222223,3.8299999999999996,2.0
2024-11-26,50.0,2.162037037037037,3.1133333333333333,2.0
2024-11-27,50.0,3.002314814814815,4.323333333333333,2.0
2024-11-28,50.0,2.981481481481482,4.293333333333333,2.0
2024-11-29,50.0,2.678240740740741,3.856666666666667,2.0
2024-11-30,50.0,2.960648148148148,4.263333333333333,2.0
2024-12-01,50.0,2.3958333333333335,3.4499999999999997,2.0
2024-12-02,50.0,2.706018518518518,3.896666666666665,2.0
2024-12-03,50.0,2.921296296296296,4.206666666666666,2.0
2024-12-04,50.0,3.0833333333333335,4.44,2.0
2024-12-05,50.0,2.671296296296296,3.846666666666666,2.0
2024-12-06,50.0,3.138888888888889,4.52,2.0
2024-12-07,50.0,2.3796296296296293,3.426666666666666,2.0
2024-12-08,50.0,2.8125,4.05,2.0
2024-12-09,50.0,2.756944444444444,3.9699999999999993,2.0
2024-12-10,50.0,3.1481481481481484,4.533333333333333,2.0
2024-12-11,50.0,2.185185185185185,3.1466666666666665,2.0
2024-12-12,50.0,2.5810185185185186,3.7166666666666663,2.0
2024-12-13,50.0,3.0486111111111107,4.39,2.0
2024-12-14,50.0,2.4606481481481484,3.543333333333333,2.0
2024-12-15,50.0,2.1712962962962963,3.126666666666667,2.0
2024-12-16,50.0,2.8171296296296293,4.056666666666667,2.0
2024-12-17,50.0,2.400462962962963,3.4566666666666657,2.0
2024-12-18,50.0,2.8009259259259256,4.033333333333332,2.0
2024-12-19,50.0,2.675925925925926,3.8533333333333335,2.0
2024-12-20,50.0,2.4814814814814814,3.5733333333333337,2.0
2024-12-21,50.0,2.1412037037037033,3.0833333333333326,2.0
2024-12-22,50.0,2.175925925925926,3.1333333333333333,2.0
2024-12-23,50.0,2.935185185185185,4.226666666666667,2.0
2024-12-24,50.0,2.9745370370370368,4.283333333333333,2.0
2024-12-25,50.0,2.7152777777777777,3.91,2.0
2024-12-26,50.0,2.775462962962963,3.9966666666666666,2.0
2024-12-27,50.0,2.1597222222222223,3.11,2.0
2024-12-28,50.0,2.0787037037037037,2.9933333333333327,2.0
2024-12-29,50.0,2.398148148148148,3.453333333333333,2.0
2024-12-30,50.0,2.3564814814814814,3.3933333333333326,2.0
2024-12-31,50.0,2.837962962962963,4.086666666666667,2.0
2025-01-01,50.0,3.023148148148148,4.3533333333333335,2.0
2025-01-02,50.0,3.020833333333333,4.35,2.0
2025-01-03,50.0,2.916666666666667,4.2,2.0
2025-01-04,50.0,2.4814814814814814,3.5733333333333337,2.0
2025-01-05,50.0,2.8935185185185186,4.166666666666667,2.0
2025-01-06,50.0,1.7847222222222223,2.57,2.0
2025-01-07,50.0,3.171296296296296,4.566666666666666,2.0
2025-01-08,50.0,2.7037037037037037,3.893333333333333,2.0
2025-01-09,50.0,3.0833333333333335,4.44,2.0
2025-01-10,50.0,3.157407407407407,4.546666666666666,2.0
2025-01-11,50.0,2.9699074074074074,4.276666666666666,2.0
2025-01-12,50.0,3.0439814814814814,4.383333333333334,2.0
2025-01-13,50.0,3.363425925925925,4.843333333333333,2.0
2025-01-14,50.0,3.398148148148148,4.893333333333333,2.0
2025-01-15,50.0,3.2847222222222223,4.7299999999999995,2.0
2025-01-16,50.0,3.2962962962962967,4.746666666666667,2.0
2025-01-17,50.0,2.016203703703704,2.9033333333333338,2.0
2025-01-18,50.0,3.1087962962962963,4.476666666666666,2.0
2025-01-19,50.0,3.3032407407407405,4.756666666666666,2.0
2025-01-20,50.0,2.6990740740740744,3.8866666666666663,2.0
2025-01-21,50.0,3.226851851851851,4.646666666666666,2.0
2025-01-22,50.0,3.020833333333333,4.35,2.0
2025-01-23,50.0,3.3888888888888884,4.88,2.0
2025-01-24,50.0,3.416666666666666,4.92,2.0
2025-01-25,50.0,2.9027777777777777,4.179999999999999,2.0
2025-01-26,50.0,2.8541666666666665,4.11,2.0
2025-01-27,50.0,3.136574074074074,4.516666666666667,2.0
2025-01-28,50.0,2.6620370370370368,3.8333333333333326,2.0
2025-01-29,50.0,3.4074074074074074,4.906666666666666,2.0
2025-01-30,50.0,2.673611111111111,3.85,2.0
2025-01-31,50.0,2.8287037037037037,4.073333333333333,2.0
2025-02-01,50.0,3.541666666666667,5.1,2.0
2025-02-02,50.0,2.5486111111111107,3.67,2.0
2025-02-03,50.0,2.6296296296296298,3.7866666666666666,2.0
2025-02-04,50.0,3.872685185185185,5.576666666666667,2.0
2025-02-05,50.0,3.9166666666666665,5.64,2.0
2025-02-06,50.0,3.8842592592592595,5.593333333333334,2.0
2025-02-07,50.0,3.969907407407407,5.716666666666666,2.0
2025-02-08,50.0,4.025462962962963,5.796666666666667,2.0
2025-02-09,50.0,4.0092592592592595,5.7733333333333325,2.0
2025-02-10,50.0,3.9652777777777777,5.71,2.0
2025-02-11,50.0,3.893518518518519,5.6066666666666665,2.0
2025-02-12,50.0,3.905092592592592,5.623333333333332,2.0
2025-02-13,50.0,4.164351851851851,5.996666666666665,2.0
2025-02-14,50.0,4.111111111111112,5.920000000000001,2.0
2025-02-15,50.0,2.710648148148148,3.903333333333333,2.0
2025-02-16,50.0,1.898148148148148,2.733333333333333,2.0
2025-02-17,50.0,3.7337962962962963,5.376666666666666,2.0
2025-02-18,50.0,2.3402777777777777,3.3699999999999997,2.0
2025-02-19,50.0,2.6967592592592595,3.8833333333333333,2.0
2025-02-20,50.0,4.127314814814815,5.9433333333333325,2.0
2025-02-21,50.0,3.833333333333333,5.52,2.0
2025-02-22,50.0,3.4490740740740744,4.966666666666667,2.0
2025-02-23,50.0,4.266203703703704,6.1433333333333335,2.0
2025-02-24,50.0,4.344907407407407,6.256666666666667,2.0
2025-02-25,50.0,4.164351851851851,5.996666666666665,2.0
2025-02-26,50.0,4.49537037037037,6.473333333333334,2.0
2025-02-27,50.0,3.189814814814815,4.593333333333333,2.0
2025-02-28,50.0,2.9768518518518516,4.286666666666666,2.0
2025-03-01,50.0,4.331018518518518,6.2366666666666655,2.0
2025-03-02,50.0,4.553240740740741,6.5566666666666675,2.0
2025-03-03,50.0,3.9652777777777777,5.71,2.0
2025-03-04,50.0,4.356481481481482,6.273333333333333,2.0
2025-03-05,50.0,3.8449074074074074,5.536666666666666,2.0
2025-03-06,50.0,3.1875,4.59,2.0
2025-03-07,50.0,4.138888888888888,5.959999999999998,2.0
2025-03-08,50.0,2.011574074074074,2.896666666666666,2.0
2025-03-09,50.0,3.7083333333333335,5.34,2.0
2025-03-10,50.0,3.3935185185185186,4.886666666666666,2.0
2025-03-11,50.0,3.1319444444444438,4.509999999999999,2.0
2025-03-12,50.0,3.0254629629629632,4.3566666666666665,2.0
2025-03-13,50.0,4.0717592592592595,5.863333333333333,2.0
2025-03-14,50.0,3.261574074074074,4.696666666666666,2.0
2025-03-15,50.0,4.101851851851851,5.906666666666665,2.0
2025-03-16,50.0,5.12037037037037,7.373333333333334,2.0
2025-03-17,50.0,4.50462962962963,6.486666666666667,2.0
2025-03-18,50.0,5.069444444444445,7.3,2.0
2025-03-19,50.0,5.013888888888889,7.219999999999999,2.0
2025-03-20,50.0,5.203703703703704,7.493333333333332,2.0
2025-03-21,50.0,5.548611111111112,7.989999999999999,2.0
2025-03-22,50.0,3.226851851851851,4.646666666666666,2.0
2025-03-23,50.0,4.212962962962963,6.066666666666666,2.0
2025-03-24,50.0,4.451388888888889,6.41,2.0
2025-03-25,50.0,5.847222222222222,8.42,2.0
2025-03-26,50.0,5.914351851851852,8.516666666666667,2.0
2025-03-27,50.0,5.465277777777777,7.869999999999998,2.0
2025-03-28,50.0,5.787037037037037,8.333333333333334,2.0
2025-03-29,50.0,5.953703703703703,8.573333333333332,2.0
2025-03-30,50.0,5.939814814814815,8.553333333333333,2.0
2025-03-31,50.0,5.231481481481481,7.533333333333332,2.0
2025-04-01,50.0,4.175925925925926,6.013333333333333,2.0
2025-04-02,50.0,4.703703703703704,6.773333333333333,2.0
2025-04-03,50.0,5.622685185185184,8.096666666666666,2.0
2025-04-04,50.0,5.212962962962963,7.506666666666667,2.0
2025-04-05,50.0,4.592592592592593,6.613333333333333,2.0
2025-04-06,50.0,5.675925925925926,8.173333333333334,2.0
2025-04-07,50.0,5.733796296296296,8.256666666666666,2.0
2025-04-08,50.0,5.6944444444444455,8.200000000000001,2.0
2025-04-09,50.0,2.0671296296296298,2.9766666666666666,2.0
2025-04-10,50.0,3.9675925925925926,5.713333333333334,2.0
2025-04-11,50.0,4.724537037037037,6.803333333333334,2.0
2025-04-12,50.0,3.314814814814815,4.773333333333333,2.0
2025-04-13,50.0,3.5625,5.13,2.0
2025-04-14,50.0,4.6875,6.75,2.0
2025-04-15,50.0,3.8958333333333335,5.609999999999999,2.0
2025-04-16,50.0,5.962962962962964,8.586666666666666,2.0
2025-04-17,50.0,5.576388888888889,8.03,2.0
2025-04-18,50.0,5.530092592592593,7.963333333333334,2.0
2025-04-19,50.0,3.0624999999999996,4.409999999999999,2.0
2025-04-20,50.0,5.916666666666667,8.52,2.0
2025-04-21,50.0,6.275462962962962,9.036666666666665,2.0
2025-04-22,50.0,6.314814814814814,9.093333333333332,2.0
2025-04-23,50.0,5.277777777777778,7.599999999999999,2.0
2025-04-24,50.0,4.881944444444445,7.03,2.0
2025-04-25,50.0,5.525462962962963,7.956666666666667,2.0
2025-04-26,50.0,6.375,9.18,2.0
2025-04-27,50.0,6.4282407407407405,9.256666666666666,2.0
2025-04-28,50.0,6.479166666666666,9.33,2.0
2025-04-29,50.0,6.358796296296295,9.156666666666665,2.0
2025-04-30,50.0,4.168981481481482,6.003333333333334,2.0
2025-05-01,50.0,6.344907407407407,9.136666666666665,2.0
2025-05-02,50.0,5.951388888888889,8.57,2.0
2025-05-03,50.0,5.842592592592592,8.413333333333332,2.0
2025-05-04,50.0,5.905092592592593,8.503333333333334,2.0
2025-05-05,50.0,6.456018518518518,9.296666666666665,2.0
2025-05-06,50.0,5.122685185185185,7.376666666666666,2.0
2025-05-07,50.0,6.493055555555555,9.35,2.0
2025-05-08,50.0,3.62037037037037,5.213333333333333,2.0
2025-05-09,50.0,5.456018518518518,7.8566666666666665,2.0
2025-05-10,50.0,6.439814814814815,9.273333333333332,2.0
2025-05-11,50.0,4.0115740740740735,5.776666666666666,2.0
2025-05-12,50.0,6.152777777777777,8.86,2.0
2025-05-13,50.0,3.8310185185185186,5.516666666666667,2.0
2025-05-14,50.0,3.555555555555556,5.12,2.0
2025-05-15,50.0,6.638888888888888,9.56,2.0
2025-05-16,50.0,6.680555555555555,9.62,2.0
2025-05-17,50.0,6.620370370370371,9.533333333333333,2.0
2025-05-18,50.0,6.569444444444445,9.459999999999999,2.0
2025-05-19,50.0,6.604166666666666,9.51,2.0
2025-05-20,50.0,6.655092592592592,9.583333333333334,2.0
2025-05-21,50.0,6.402777777777779,9.22,2.0
2025-05-22,50.0,6.543981481481481,9.423333333333332,2.0
2025-05-23,50.0,6.608796296296297,9.516666666666667,2.0
2025-05-24,50.0,6.719907407407407,9.676666666666666,2.0
2025-05-25,50.0,6.585648148148148,9.483333333333333,2.0
2025-05-26,50.0,6.12037037037037,8.813333333333334,2.0
2025-05-27,50.0,6.613425925925926,9.523333333333333,2.0
2025-05-28,50.0,5.585648148148148,8.043333333333331,2.0
2025-05-29,50.0,3.9120370370370368,5.633333333333332,2.0
2025-05-30,50.0,5.5092592592592595,7.933333333333334,2.0
2025-05-31,50.0,6.689814814814814,9.633333333333331,2.0
2025-06-01,50.0,6.752314814814815,9.723333333333333,2.0
2025-06-02,50.0,6.810185185185186,9.806666666666667,2.0
2025-06-03,50.0,6.6759259259259265,9.613333333333333,2.0
2025-06-04,50.0,6.655092592592592,9.583333333333334,2.0
2025-06-05,50.0,6.6782407407407405,9.616666666666665,2.0
2025-06-06,50.0,6.530092592592593,9.403333333333334,2.0
2025-06-07,50.0,6.587962962962964,9.486666666666666,2.0
2025-06-08,50.0,6.682870370370369,9.623333333333333,2.0
2025-06-09,50.0,5.421296296296296,7.806666666666666,2.0
2025-06-10,50.0,5.094907407407407,7.336666666666666,2.0
2025-06-11,50.0,6.6967592592592595,9.643333333333333,2.0
2025-06-12,50.0,6.710648148148147,9.663333333333332,2.0
2025-06-13,50.0,6.516203703703703,9.383333333333333,2.0
2025-06-14,50.0,6.537037037037036,9.413333333333332,2.0
2025-06-15,50.0,5.696759259259259,8.203333333333331,2.0
2025-06-16,50.0,5.81712962962963,8.376666666666667,2.0
2025-06-17,50.0,6.534722222222222,9.41,2.0
2025-06-18,50.0,4.261574074074074,6.136666666666666,2.0
2025-06-19,50.0,6.625,9.54,2.0
2025-06-20,50.0,6.636574074074074,9.556666666666667,2.0
2025-06-21,50.0,6.5532407407407405,9.436666666666666,2.0
2025-06-22,50.0,6.613425925925926,9.523333333333333,2.0
2025-06-23,50.0,6.571759259259259,9.463333333333333,2.0
2025-06-24,50.0,6.657407407407407,9.586666666666666,2.0
2025-06-25,50.0,6.604166666666666,9.51,2.0
2025-06-26,50.0,6.585648148148148,9.483333333333333,2.0
2025-06-27,50.0,5.763888888888888,8.299999999999999,2.0
2025-06-28,50.0,6.530092592592593,9.403333333333334,2.0
2025-06-29,50.0,6.314814814814814,9.093333333333332,2.0
2025-06-30,50.0,6.6782407407407405,9.616666666666665,2.0
2025-07-01,50.0,6.539351851851852,9.416666666666666,2.0
